Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/logs,18692,100,3300.0,4460.329656299393,5.61773100002938,37377.85682899994,24.866252942435267,156.77019385805468,0.8387020856947073,3300,3800,4100,4400,5900,18000,21000,22000,26000,37000,37000
,Aggregated,18692,100,3300.0,4460.329656299393,5.61773100002938,37377.85682899994,24.866252942435267,156.77019385805468,0.8387020856947073,3300,3800,4100,4400,5900,18000,21000,22000,26000,37000,37000
